w1,w2,w3,FOM,PM,UBW,power,ts,DC_gain
6.000000000000001e-07,1.5162765877353613e-06,1.3905729532259885e-06,419.6937096353587,72.17692321819321,10000000000.000065,0.00021219962698642347,4.2270247950568295e-10,7.091992713654521
6.000000000000001e-07,6.461667900695905e-06,5.529445080650029e-06,375.24940253007134,72.20239363218788,5011872336.272755,0.00022777417993505644,5.73525024932932e-10,9.396058567474595
6.000000000000001e-07,5.12022863520602e-06,6.011229998413678e-06,404.9706914055441,74.65654449308572,5011872336.272755,0.00022612973566783792,3.5778330561885023e-10,9.04879408785989
6.000000000000001e-07,1.2760317311466427e-06,7.483115182828885e-06,357.93763505467405,83.08950232519464,3981071705.5349975,0.00021129185357590295,5.211524532172052e-10,6.004481212607186
6.000000000000001e-07,1.95262383169747e-06,3.886549862537603e-06,398.28994536355884,78.12277200093772,6309573444.801973,0.0002166449199905529,4.3326335621636063e-10,7.4985352065121695
6.000000000000001e-07,6.90658091891549e-06,3.6354124165303537e-06,396.3221279812641,66.45182831557382,6309573444.801973,0.00022800423000488227,4.944747944614917e-10,9.678413908665073
6.000000000000001e-07,1.4943554381519416e-06,2.060408331332926e-06,418.20689579775353,71.0203396211741,10000000000.000065,0.00021252817525588773,4.3061249707269756e-10,7.081458289600264
6.000000000000001e-07,5.286561413982559e-06,4.618197820875251e-06,417.884080554124,69.79629913244801,6309573444.801973,0.00022623799900152843,3.4802375306374977e-10,9.254962332482137
6.000000000000001e-07,1.7182951251577556e-06,7.696046802882417e-06,364.14722871265406,83.12115347325646,3981071705.5349975,0.0002154905029362146,4.997892939206222e-10,6.743156844410161
6.000000000000001e-07,2.297319560266817e-06,5.7324990980690345e-06,363.7412802191993,80.23669696599498,5011872336.272755,0.00021877357557817872,6.280826975941359e-10,7.631346977607406
6.000000000000001e-07,9.403233619902343e-07,1.1090044925836198e-06,411.9849704607224,74.17678996283091,10000000000.000065,0.00020356648195767602,4.4228061490219747e-10,5.834609731195323
6.000000000000001e-07,4.3689903578321265e-06,5.58499612328275e-06,411.9299709471592,71.65851100832948,6309573444.801973,0.0002248456356061794,3.730279145673406e-10,8.865840440846277
6.000000000000001e-07,2.3569219763167466e-06,3.921242116033054e-06,409.37124897517884,72.35163190470239,7943282347.2428665,0.00021881407927044005,4.36727886379462e-10,7.92734730142394
6.000000000000001e-07,6.916333782667741e-06,2.7966513606146075e-06,401.693777770417,66.57475586158814,6309573444.801973,0.00022784533150288418,4.584556915873626e-10,9.74434221318742
6.000000000000001e-07,5.283754330934392e-06,3.094958211242259e-07,-733.1500864046324,180.00000003006213,1.0,0.00021536097946557857,3.1147281066531307e-10,0.2675208696268197
6.000000000000001e-07,5.780245702295824e-06,4.273968875331097e-06,421.9842730389717,68.74909017481696,6309573444.801973,0.0002268541231219273,3.2935439352382965e-10,9.409443967783357
6.000000000000001e-07,4.679828066302626e-06,4.061394240684853e-06,416.0129436264325,71.29235966694195,6309573444.801973,0.000225224562068822,3.5831841612803223e-10,9.156566478265722
6.000000000000001e-07,7.5608236827852375e-06,4.757509248998677e-06,366.0038522042335,70.25657413966161,5011872336.272755,0.0002287494447345073,6.6942161500358e-10,9.648783303948301
6.000000000000001e-07,6.407499417411654e-06,7.531549943127412e-06,353.5608541556924,71.92928599515712,5011872336.272755,0.00022785350353435609,7.849490781014658e-10,9.182210588926564
6.000000000000001e-07,5.510655073120737e-06,4.841704367610519e-06,418.38024275367303,69.31153287835612,6309573444.801973,0.00022657221869776468,3.451695494080341e-10,9.282000633953146
6.000000000000001e-07,6.055333845581497e-06,5.744215345674892e-06,375.89764432744425,72.92750900851888,5011872336.272755,0.00022733856508924943,5.651494740717171e-10,9.295718877945802
6.000000000000001e-07,2.3883965630538683e-07,5.384450844968173e-06,263.1677760953869,100.38525545277118,1258925411.7941747,0.00015790891086419817,9.721216839316664e-10,2.67699678818416
6.000000000000001e-07,4.6492985306899e-06,4.063844769096911e-06,415.76895430944194,71.36536588720611,6309573444.801973,0.00022517293391181333,3.5952329829689864e-10,9.14687794644655
6.000000000000001e-07,5.395579553338077e-06,7.188815153274481e-07,434.95947119350217,76.84208609490197,7943282347.2428665,0.00022434746309159018,2.7149004945157975e-10,7.6103838523922205
6.000000000000001e-07,7.397223596089211e-07,3.897597760125805e-06,364.33584130185545,82.44466897808194,5011872336.272755,0.00020030275376829403,5.25224e-10,4.951031396805307
6.000000000000001e-07,1.3199175475212218e-06,6.805194179009547e-06,358.43497049460274,84.07102498871768,3981071705.5349975,0.00021174715509519472,5.25224e-10,6.154343757757216
6.000000000000001e-07,6.143856415866968e-06,7.284915709780048e-06,350.7081991216444,72.40322661773996,5011872336.272755,0.0002275470901446593,8.203276304913914e-10,9.154747746246256
