w1,w2,w3,FOM,PM,UBW,power,ts,DC_gain
3.0000000000000004e-07,8.521134583590439e-07,1.0326629707495985e-06,470.3132509638942,70.61553007493491,10000000000.000065,0.0001367983492009637,4.90113797348534e-10,7.520834979926991
3.0000000000000004e-07,1.7404257790348515e-06,4.774707866238491e-06,426.24994787562184,79.63701868787807,3981071705.5349975,0.0001410945678950773,5.25224e-10,8.194799578069505
3.0000000000000004e-07,2.9389761711399402e-06,2.8637971046137475e-06,453.20145148980987,72.93233172255333,5011872336.272755,0.00014312676157555014,4.3674059187598703e-10,9.336325587568657
3.0000000000000004e-07,2.6265681306811235e-06,4.681063510710739e-06,399.7987920892789,77.29890923001417,3981071705.5349975,0.000142807645600855,8.18378008707861e-10,8.850680964212712
3.0000000000000004e-07,6.0248719952117056e-06,4.1042043196153725e-06,422.5088924117213,67.99449887946001,3981071705.5349975,0.00014559711690635067,6.013008699985598e-10,9.770193483298854
3.0000000000000004e-07,2.8570465697689507e-06,4.2743816949645655e-06,401.7434142872806,76.96388277332014,3981071705.5349975,0.00014311110680119166,8.035378817437042e-10,9.027179557857735
3.0000000000000004e-07,3.4667549701679246e-06,2.3041436566430772e-06,472.3674666234066,66.30275531219553,6309573444.801973,0.0001436755509122781,3.864049220088914e-10,9.643582000916455
3.0000000000000004e-07,2.228015976714425e-06,1.2015775477233073e-06,449.8618329772644,67.23415132250116,7943282347.2428665,0.00014176285736923702,6.375380347314268e-10,9.346228125885828
3.0000000000000004e-07,5.81888261571852e-06,2.3525988283892537e-06,441.7238890450139,63.333406629203495,5011872336.272755,0.00014537103934801027,5.353763522006852e-10,10.04538980001199
3.0000000000000004e-07,5.832739613878165e-06,5.138957887202506e-06,405.39820964339117,73.39324971540563,3162277660.168399,0.00014554375410788544,6.617829747230525e-10,9.600175355902971
3.0000000000000004e-07,9.490418215418043e-07,6.07018519045128e-06,371.349463746384,82.99982593070061,3162277660.168399,0.00013807803768484627,9.37490318658673e-10,6.767545782685454
3.0000000000000004e-07,6.407268860128016e-06,6.054593277533785e-06,372.49005056345516,71.87203721951848,3162277660.168399,0.00014584657271760236,1.0883767232439842e-09,9.558301239073602
3.0000000000000004e-07,7.544464982125246e-06,5.044967519079994e-06,361.34615582168016,69.54674302620853,3162277660.168399,0.0001462715813176784,1.3084705386178634e-09,9.787124765466846
3.0000000000000004e-07,5.170853143186969e-06,3.109755915281926e-06,410.1401991695964,65.41898819485563,5011872336.272755,0.00014507760914142984,8.576903504300743e-10,9.826860447776998
3.0000000000000004e-07,3.36027446952548e-06,2.2754367030176963e-06,471.63751070149897,66.67566786683037,6309573444.801973,0.00014356058871440284,3.905613933744916e-10,9.618218473391481
3.0000000000000004e-07,6.7107509246440166e-06,6.843520310623553e-06,364.3713863824844,71.21692816728756,3162277660.168399,0.00014599846384869645,1.2251092643529848e-09,9.508232619080818
