w1,w2,w3,FOM,PM,UBW,power,ts,DC_gain
9.000000000000001e-07,5.9513981023046155e-06,6.900101496004928e-06,376.2325608667613,72.89567250324976,6309573444.801973,0.0003092669144716021,3.3838916316776843e-10,8.779259470502295
9.000000000000001e-07,2.0105787354635925e-06,2.427633988968513e-06,379.21182603541644,72.09017602176246,10000000000.000065,0.0002891529086496803,4.064096496790062e-10,6.730357654506721
9.000000000000001e-07,4.4611370114391375e-06,3.584318013295207e-06,401.302400331619,67.06244647171663,10000000000.000065,0.0003046886910368024,3.151754154543184e-10,8.529696733206032
9.000000000000001e-07,4.114647535103163e-07,7.947483364365057e-07,414.40076569910764,67.8117554612222,10000000000.000065,0.00020797814934514331,2.6308000000000004e-10,3.3682897604285573
9.000000000000001e-07,7.4536391778892425e-06,5.566078796322217e-06,385.0584281262695,70.84126498221926,6309573444.801973,0.00031174369018148245,3.028755238390945e-10,9.235852100390346
9.000000000000001e-07,1.0777870952785652e-06,2.23648342114223e-06,392.56060534648066,78.64143020804322,7943282347.2428665,0.00026981658554041225,2.6308000000000004e-10,5.144803284827323
9.000000000000001e-07,7.828156237810513e-06,5.405357814571447e-06,387.0074487607252,70.2705301300271,6309573444.801973,0.00031226137518418774,2.9498516076085663e-10,9.315159320963328
9.000000000000001e-07,6.038477976490768e-07,5.1512356553192384e-06,281.3928441555603,90.46761459464238,3162277660.168399,0.0002431701448793515,7.251014563432055e-10,3.595810581695267
9.000000000000001e-07,2.612784389415008e-06,4.073376886496856e-06,406.98793539042384,74.94005658111269,7943282347.2428665,0.00029577726361166315,2.3237788844204033e-10,7.310895826873865
9.000000000000001e-07,2.829312825945424e-06,4.381160573249609e-07,-614.8988323061526,179.9999999948884,1.0,0.00028208993697144863,6.417605716081022e-11,0.7051432243215827
9.000000000000001e-07,1.947403621451591e-06,7.924692470507405e-06,336.2654978146727,81.62886739490558,5011872336.272755,0.00029024896559068825,4.6050516803413655e-10,6.195808481948402
9.000000000000001e-07,3.501494883433649e-06,3.0730187827282855e-06,426.5214331920903,68.87650338346329,10000000000.000065,0.0003006811185825909,2.098740734370877e-10,8.053317573014848
9.000000000000001e-07,3.933250133866105e-06,4.1788338250652546e-07,-722.860040338165,180.00000000716332,1.0,0.00028407319636899314,1.8143049413042803e-10,0.33142008842180576
9.000000000000001e-07,5.6032913917399095e-06,3.683898271438889e-06,366.5180373536578,69.37637151875174,7943282347.2428665,0.0003078602677290494,4.684661530628827e-10,8.928897899664012
9.000000000000001e-07,6.2416849605846446e-06,3.5073161553338213e-06,373.3811157471989,68.28686186900657,7943282347.2428665,0.0003091617413657416,4.245385115242771e-10,9.10162682949226
9.000000000000001e-07,2.6826592150198084e-06,2.351601725219062e-06,390.1817593113542,71.05537308757937,10000000000.000065,0.0002953510436080452,3.5616668719806946e-10,7.427509607483705
9.000000000000001e-07,1.957390425044728e-06,5.571701497794259e-06,356.68549623865016,79.20601435270022,6309573444.801973,0.0002899491206257708,4.0436947046428643e-10,6.415624051759664
