w1,w2,w3,FOM,PM,UBW,power,ts,DC_gain
5.000000000000001e-07,3.4946930198296188e-06,5.970488086190498e-06,413.01605823570964,75.80152511782136,5011872336.272755,0.00019665653427307418,4.0341627212576346e-10,8.653242388858397
5.000000000000001e-07,1.270087638542807e-06,5.277547993616359e-06,387.85783331714293,80.13571091790568,5011872336.272755,0.0001876446454814766,5.25224e-10,6.604431206899594
5.000000000000001e-07,2.208248589284754e-06,7.789715033576114e-06,388.1642480942179,80.93835856357877,3981071705.5349975,0.0001932336094201309,4.739773098627291e-10,7.618240376661481
5.000000000000001e-07,4.155189041382019e-06,1.694918521254028e-06,426.19511882204836,66.49074192844685,7943282347.2428665,0.00019716457876668033,4.765244225253249e-10,9.409221282095935
5.000000000000001e-07,4.430145998765233e-06,4.150421479112118e-06,430.3698372952331,69.6742618704152,6309573444.801973,0.0001980824082831662,3.7430482204528167e-10,9.239408942182088
5.000000000000001e-07,6.561514033009785e-06,1.3998972375861986e-06,396.2056061430766,66.68369044006488,6309573444.801973,0.00019975788606135423,6.4762666622086e-10,9.721011435565753
5.000000000000001e-07,1.3721813391595727e-06,1.8226388960889012e-06,435.24793181791256,70.57838715855515,10000000000.000065,0.00018777551972929646,4.373771186638527e-10,7.347663693198204
5.000000000000001e-07,1.0398552942059773e-06,6.574651628727955e-06,363.9561544816324,87.04644728663237,3162277660.168399,0.00018534443847762494,5.25224e-10,5.941962238566085
5.000000000000001e-07,4.375005574553407e-06,1.6545423031921355e-06,428.5548374444978,66.08625155883433,7943282347.2428665,0.00019748192030575077,4.6015663089134307e-10,9.4621487504327
5.000000000000001e-07,6.47748815550954e-07,2.5430599511498888e-06,396.6336850230194,79.37716538192669,6309573444.801973,0.00017727931493858665,4.974433919220319e-10,5.229230500888801
5.000000000000001e-07,4.1866693569081255e-06,4.252115500227075e-06,428.9006016920434,70.286802862908,6309573444.801973,0.00019773105612902516,3.811975786396578e-10,9.149110967989563
5.000000000000001e-07,5.4254518851375775e-06,1.1472866775397047e-06,460.74153156832165,67.68596443482176,7943282347.2428665,0.0001985017932351755,2.765881383865371e-10,9.407295528759558
5.000000000000001e-07,4.315105585985287e-06,3.982721840067264e-06,430.24134745636275,69.97128228092227,6309573444.801973,0.00019789680293176443,3.754060700967793e-10,9.228910904217006
5.000000000000001e-07,4.413284690971796e-06,2.7134884567020887e-06,437.3414800974533,69.95785592771459,6309573444.801973,0.0001978515379373808,3.428767467634558e-10,9.437691658162677
5.000000000000001e-07,4.360891588202706e-06,2.432419443742794e-06,424.6227395682111,65.58746181421586,7943282347.2428665,0.0001977138051331312,4.873164383136418e-10,9.454273068025818
5.000000000000001e-07,7.612895017969577e-06,7.130919117130658e-06,383.1802080307604,72.17275238435772,3981071705.5349975,0.00020135808646341984,5.613018544370554e-10,9.480596961893017
5.000000000000001e-07,8.421449404647143e-07,8.5468591032879e-07,438.5094583691376,68.14859910904931,12589254117.941755,0.00018027090153080577,4.4758238204044775e-10,6.001131241634905
5.000000000000001e-07,2.9366295622196867e-06,4.178114995749753e-06,397.6337859122692,73.60681918778664,6309573444.801973,0.00019524829758648814,6.016062249438258e-10,8.6060874831517
5.000000000000001e-07,5.2289580984031755e-06,7.798269416137766e-06,351.37045680057827,76.08117624784126,3981071705.5349975,0.00019932919200410133,8.969784144289519e-10,9.020713609268746
5.000000000000001e-07,5.04024419375292e-06,5.86296917695889e-06,358.202821341123,72.54565352739542,5011872336.272755,0.00019901397334667854,9.578972997009512e-10,9.179030008980899
5.000000000000001e-07,6.121583147782054e-06,3.924279237569901e-06,380.62168820249775,65.75701991282263,6309573444.801973,0.00019997757968708615,8.154536776892378e-10,9.64122289766083
5.000000000000001e-07,6.686803580703297e-06,1.426722136030325e-06,397.82031984938493,66.44417349133231,6309573444.801973,0.00019987601651658206,6.323506232257999e-10,9.746547798325693
5.000000000000001e-07,3.522024804165705e-06,4.640600824983868e-06,424.72921185348366,71.92791406759008,6309573444.801973,0.00019660897652883007,3.9990421259916503e-10,8.839867616810078
5.000000000000001e-07,6.991450184051788e-06,7.980856757434618e-06,378.56624672734193,73.05919698395182,3981071705.5349975,0.0002009526820571272,5.968075732352096e-10,9.321700522498446
5.000000000000001e-07,2.1728922185058543e-06,1.5405102074956062e-06,480.1715858361991,68.218224823242,10000000000.000065,0.00019216393545588376,2.329427203636131e-10,8.386614631924447
5.000000000000001e-07,7.884143904287882e-06,6.327527484772627e-06,387.6521913955989,71.86139363814874,3981071705.5349975,0.00020149629191240648,5.282490370355614e-10,9.591796714989894
