w1,w2,w3,FOM,PM,UBW,power,ts,DC_gain
4.0000000000000003e-07,6.474979723647095e-06,6.242963740161723e-06,395.7290168267753,71.20029679011354,3981071705.5349975,0.00017314084023891432,6.267375496822118e-10,9.491760081800782
4.0000000000000003e-07,3.838939076474908e-06,1.7142152385750524e-06,442.75284939767374,64.72281959200001,7943282347.2428665,0.00017032477642794856,5.036724331496634e-10,9.610276293084182
4.0000000000000003e-07,7.325180271702616e-06,4.335160162319958e-06,409.5275250899674,69.63096322725605,3981071705.5349975,0.00017353674210974745,5.188915601795579e-10,9.824325283936467
4.0000000000000003e-07,3.5134461055891613e-06,6.72937215644555e-06,360.6988800374203,77.12835415260983,3981071705.5349975,0.0001703607611441924,1.0400019849420312e-09,8.765761279165808
4.0000000000000003e-07,6.06093755799535e-06,6.112902241476252e-07,435.91968460920265,76.01633119191305,6309573444.801973,0.00017169875910707412,4.3710222621783347e-10,8.727563857898406
4.0000000000000003e-07,3.7634600804978213e-06,2.0690613955393483e-06,429.56064487214763,69.05407740286786,6309573444.801973,0.00017031237062829248,5.265507878994468e-10,9.55366903387782
4.0000000000000003e-07,3.1286054908636037e-06,4.501116493449429e-07,428.15559932474866,76.69754692639384,7943282347.2428665,0.0001680643632716861,5.284361756960062e-10,7.458338484856903
4.0000000000000003e-07,5.556511169273773e-06,3.3238749698020536e-06,391.5205507526418,68.57522903659158,5011872336.272755,0.00017231648496377543,8.039876923952457e-10,9.749127278839689
4.0000000000000003e-07,7.311072401639972e-06,6.09403070894951e-06,401.66317915273567,69.57353975716526,3981071705.5349975,0.0001736198466650787,5.745982213878732e-10,9.608286100965222
4.0000000000000003e-07,7.464717172966301e-06,6.617184012060212e-06,400.57951381881134,69.34072547705165,3981071705.5349975,0.00017372075805121228,5.816568109466474e-10,9.569173440144645
4.0000000000000003e-07,6.2663718849921025e-06,3.005845432117329e-06,399.69076278137163,66.74778694805445,5011872336.272755,0.0001727926100666995,7.138219378928209e-10,9.896287374855767
4.0000000000000003e-07,3.3997388862032808e-06,2.1051053539108884e-06,436.6706099892339,65.82895167928108,7943282347.2428665,0.0001697974116088942,5.478846879503843e-10,9.42670392644582
4.0000000000000003e-07,4.941110578597793e-06,7.380253857309118e-06,385.91941638358816,74.06239042845723,3981071705.5349975,0.0001720217276860746,7.14356158710191e-10,9.111626106349691
4.0000000000000003e-07,6.073353780688543e-06,1.2880750086290132e-06,415.72661330652795,64.97197046253308,6309573444.801973,0.00017228939359047703,6.553833337633424e-10,9.913713737002254
4.0000000000000003e-07,5.708462668985781e-06,4.716060336497301e-06,387.0213843649002,68.32606693881766,5011872336.272755,0.0001725398423929127,8.464003757731426e-10,9.567251062498041
4.0000000000000003e-07,5.305553394884549e-06,1.7412199079711473e-06,431.4542004164467,64.7604826484739,6309573444.801973,0.00017185912626991362,5.169035874302605e-10,9.902102882941215
4.0000000000000003e-07,1.6057047763980918e-06,4.880730026529611e-06,411.6659979117553,78.4860235114952,5011872336.272755,0.00016556531549984977,5.25224e-10,7.62640306741947
4.0000000000000003e-07,6.033544034694074e-06,1.3348070367117963e-06,414.9325397761369,64.74828612631526,6309573444.801973,0.00017228147191313253,6.642305666649261e-10,9.927696748517016
4.0000000000000003e-07,5.869645936037855e-07,5.174557793915076e-06,343.5650854731037,85.82717440435087,3162277660.168399,0.00015607754111330552,8.92366651886152e-10,5.071715840987263
4.0000000000000003e-07,5.452383436608376e-06,2.1474233507342177e-06,401.3019310079594,64.16979806695436,6309573444.801973,0.00017207199991797498,8.189978006240752e-10,9.90020132375486
4.0000000000000003e-07,2.4475982123817357e-06,2.861162880981223e-07,382.62790338664945,95.05546696042725,7943282347.2428665,0.00016544878170772438,6.469073388804548e-10,3.855017840406502
4.0000000000000003e-07,4.603710937914365e-06,2.1139532813300115e-06,460.63522506344736,66.33480691677899,6309573444.801973,0.00017129985283646977,3.2853844235146e-10,9.757407097446189
4.0000000000000003e-07,1.933771119713438e-06,2.2908258377821966e-06,443.7346818117494,71.17039078861086,7943282347.2428665,0.00016652440280399882,4.700787115495747e-10,8.490748090851742
4.0000000000000003e-07,1.0705285594091128e-06,4.506775283317166e-06,397.66695345880873,84.09236532363649,3981071705.5349975,0.00016237059541204346,5.25224e-10,6.727279003366073
4.0000000000000003e-07,1.7337885387436902e-06,1.1453494746544737e-06,463.6906692738528,68.3482625915395,10000000000.000065,0.00016537741769049932,4.059156172174947e-10,8.408911720396018
4.0000000000000003e-07,4.93054018898161e-06,7.1913457321817465e-06,364.5503786640003,74.1179261878158,3981071705.5349975,0.00017200587568959,9.933090619662512e-10,9.12814488730366
4.0000000000000003e-07,3.127850595876257e-06,7.2668897147914545e-06,356.46900446370057,77.60227133556496,3981071705.5349975,0.00016977246185398767,1.0947619912438503e-09,8.543617386940188
